sector,year,production_eur,product_rows,confidential_product_rows,estimated_or_revised_rows,ppi_2020,production_million_2020_eur,domestic_emissions_mt,extra_eu_import_million_2020_eur,extra_eu_embodied_import_carbon_mtco2e,production_million_2020_eur_yoy_pct,production_million_2020_eur_index_2008_100,domestic_emissions_mt_yoy_pct,domestic_emissions_mt_index_2008_100,extra_eu_import_million_2020_eur_yoy_pct,extra_eu_import_million_2020_eur_index_2008_100,extra_eu_embodied_import_carbon_mtco2e_yoy_pct,extra_eu_embodied_import_carbon_mtco2e_index_2008_100
C23,2020,155577056722.0,147.0,0.0,0.0,100.0,155577.056722,172.09849398,17624.299812,38.669,-5.090231547976498,79.4395531113272,-3.996335173452892,71.80851624810154,-10.988978388487979,94.07674988817037,7.869337201517523,114.26671788658726
C23,2021,172315467209.0,147.0,0.0,0.0,102.7749229188078,167662.949594357,178.86051387,21805.59281500025,44.07,7.768428794711824,85.61075822961793,3.9291569226548972,74.6299855353196,23.724590750285014,116.39607379030798,13.967260596343344,130.22664814869535
C23,2022,207109562906.0,148.0,0.0,0.0,120.79479273723881,171455.7045157725,169.08143361999998,23679.418610164535,51.412,2.2621306201469515,87.54738540567008,-5.467433833443913,70.54964045626724,8.593326542698998,126.39836849399005,16.659859314726578,151.922224520552
C24,2008,373500149215.0,264.0,0.0,0.0,101.87035069075452,366642.64595380245,218.90571181,104220.7076343145,,,100.0,,100.0,,100.0,,
C24,2009,213055379592.0,264.0,0.0,0.0,85.45164718384697,249328.58126610122,152.7816799,65366.42272026009,,-31.996841061004943,68.00315893899506,-30.206627028257994,69.793372971742,-37.28077250289337,62.71922749710663,,
C24,2010,273388225708.0,264.0,0.0,0.0,96.07863974495217,284546.3116814822,187.34599123,81437.75318942449,,14.125027398200318,77.60862377076982,22.6233350442431,85.5829615778174,24.58652286655294,78.13970470740811,,
C24,2011,314860289830.0,264.0,0.0,0.0,105.23910733262485,299185.6333737555,186.31878656,89105.53813507747,,5.144794042756873,81.60142762319398,-0.5482928475042392,85.11371632080393,9.415516324250351,85.49696135985513,,
C24,2012,336510564032.0,264.0,0.0,0.0,102.18916046758768,329301.6230803993,174.78522728,80201.38265255294,,10.065987917615548,89.81541746834651,-6.1902288507476255,79.84498249717004,-9.992819379000306,76.95340443663113,,
C24,2013,312996044426.0,263.0,0.0,0.0,97.53453772582358,320907.907828357,172.24235241,81372.88622838362,,-2.5489443913226495,87.52607242224406,-1.4548568603720669,78.68335229164708,1.4607024680682201,78.07746471449953,,
C24,2014,306059216485.0,263.0,0.0,0.0,95.67481402763016,319895.2823640842,170.9779092,86939.4485990491,,-0.31555017485402903,87.2498837476728,-0.7341070255416415,78.10573227454242,6.84080733604826,83.4185936484895,,
C24,2015,305281629774.0,263.0,0.0,0.0,93.97449521785333,324855.8335602556,174.24432572,92686.25985224197,,1.5506796972784453,88.602849980847,1.910431900403653,79.59788909995915,6.610130781592893,88.9326717848202,,
C24,2016,287518097654.0,263.0,0.0,0.0,89.96811902231667,319577.7579641082,173.98060827999998,93996.22888582763,,-1.6247439789836449,87.16328051057528,-0.1513492269606509,79.47741831012937,1.4133368156984405,90.18958997633932,,
C24,2017,340133890166.0,263.0,0.0,0.0,100.71200850159406,337729.2293407259,177.57021062,99813.71722368363,,5.679829376190915,92.11400612226662,2.0632197895428694,81.11721213292174,6.189065675094474,95.77148293207341,,
C24,2018,347117722381.0,263.0,0.0,0.0,105.47290116896917,329106.072302792,174.94201621,107438.99478180673,,-2.553275313116077,89.76208194402456,-1.4800874543221432,79.91660645284648,7.639508646927529,103.08795365195986,,
C24,2019,326721570196.0,306.0,0.0,0.0,103.37938363443145,316041.3214992147,167.71744493,101169.00016036494,,-3.969768990332445,86.19873464993387,-4.129694762021973,76.61629454217757,-5.835864933560908,97.07187991405962,,
C24,2020,289852622158.0,302.0,0.0,0.0,100.0,289852.622158,146.39087948,86958.15002,,-8.286479507484202,79.05589416745642,-12.71577053830092,66.87394233324551,-14.04664483966338,83.43653770334714,,
C24,2021,392215228216.0,331.0,0.0,0.0,127.52391073326248,307562.1081260467,167.23149546000002,100845.29508430476,,6.109824308711342,83.88607040676878,14.23628032977784,76.3943042313803,15.969917783566888,96.76128417602646,,
C24,2022,469990055184.0,347.0,0.0,0.0,159.34112646121147,294958.41131662263,150.51720041,107847.42078894493,,-4.09793549869244,80.44847334911167,-9.994705246176494,68.7589186985865,6.943433205075689,103.47983931116231,,
