prodcom_code,sector,product_label,cn8_codes,official_units,n_cn8_codes,all_cn8_unique_to_product,quantity_years,quantity_valid_years,quantity_units,confidential_flag_years,label_variants,one_cn_or_grouped_cn8,official_kg_unit,annual_kg_stable,complete_15y_quantity,no_confidential_quantity_flags,eligible_strict_match,cn8_codes_joined,official_units_joined
24431230,C24,"Unwrought non-alloy zinc (excluding zinc dust, powders and flakes)","['79011100', '79011210', '79011230', '79011290']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,79011100|79011210|79011230|79011290,KG
24431250,C24,"Unwrought zinc alloys (excluding zinc dust, powders and flakes)",['79012000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,79012000,KG
24431330,C24,Unwrought non-alloy tin (excluding tin powders and flakes),['80011000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,80011000,KG
24431350,C24,Unwrought tin alloys (excluding tin powders and flakes),['80012000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,80012000,KG
24432100,C24,"Lead plates, sheets, strip and foil; lead powders and flakes (excluding lead powders or flakes prepared as colours; paints or the like, insulated electric strip)","['78041100', '78041900', '78042000']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,78041100|78041900|78042000,KG
24432200,C24,"Zinc dust, powders and flakes (excluding zinc dust powders or flakes prepared as colours, paints or the like, zinc pellets)","['79031000', '79039000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,79031000|79039000,KG
24432300,C24,"Zinc bars, rods, profiles, wire, plates, sheets, strip and foil","['79040000', '79050000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,79040000|79050000,KG
24432400,C24,"Tin bars, rods, profiles and wires",['80030000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,80030000,KG
24441100,C24,Copper mattes; cement copper (precipitated copper) (excluding copper powder),['74010000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,74010000,KG
24441200,C24,"Unrefined copper, copper anodes for electrolytic refining (including blister copper) (excluding electrocopper-plating, electroplating anodes)",['74020000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,74020000,KG
24441330,C24,"Unwrought unalloyed refined copper (excluding rolled, extruded or forged sintered products)","['74031100', '74031200', '74031300', '74031900']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,74031100|74031200|74031300|74031900,KG
24441370,C24,"Unwrought copper alloys (excluding rolled, extruded or forged sintered products); master alloys of copper (including alloys which are not usefully malleable) (excluding copper phosphide (phosphor copper) containing > 15 % by weight of phosphorous)","['74032100', '74032200', '74032900', '74050000']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,74032100|74032200|74032900|74050000,KG
24442100,C24,"Copper powders and flakes excluding cement copper, powders/flake powders used in the preparation of paints such as bronzes/golds, (chemical compounds), refined copper shot","['74061000', '74062000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,74061000|74062000,KG
24442200,C24,"Copper and copper alloy bars, rods, profiles and hollow profiles (excluding bars and rods obtained by casting or sintering, copper wire rod in coils)","['74071000', '74072110', '74072190', '74072900']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,74071000|74072110|74072190|74072900,KG
24442330,C24,"Copper wire, refined (transv. section > 6 mm), of copper alloy","['74081100', '74082100', '74082200', '74082900']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,74081100|74082100|74082200|74082900,KG
24442350,C24,"Copper wire with cross-sectional dimension > 0,5 mm, <= 6 mm (excluding twine or cord reinforced with wire, stranded wire and cables)",['74081910'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,74081910,KG
24442370,C24,"Copper wire with cross-sectional dimension <= 0,5 mm (excluding twine or cord reinforced with wire, stranded wire and cables)",['74081990'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,74081990,KG
24442400,C24,"Copper and copper alloy plates, sheets and strip of a thickness > 0,15 mm (excluding expanded copper metal, insulated electric strip)","['74091100', '74091900', '74092100', '74092900', '74093100', '74093900', '74094000', '74099000']",['KG'],8,True,15,15,['KG'],0,1,True,True,True,True,True,True,74091100|74091900|74092100|74092900|74093100|74093900|74094000|74099000,KG
24442500,C24,"Copper foil, of a thickness (excluding any backing) <= 0,15 mm","['74101100', '74101200', '74102100', '74102200']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,74101100|74101200|74102100|74102200,KG
24442630,C24,Copper tubes and pipes,"['74111010', '74111090', '74112110', '74112190', '74112200', '74112900']",['KG'],6,True,15,15,['KG'],0,1,True,True,True,True,True,True,74111010|74111090|74112110|74112190|74112200|74112900,KG
24442650,C24,"Copper and copper alloy tube/pipe fittings including couplings, elbows, sleeves, tees and joints excluding bolts and nuts used for assembling/fixing pipes/tubes, fittings with taps, cocks, valves","['74121000', '74122000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,74121000|74122000,KG
24451100,C24,"Nickel, unwrought",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24451200,C24,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy (including impure nickel oxides, nickel speiss, impure ferro-nickel)",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24452100,C24,Nickel powders and flakes (excluding nickel oxide sinters),['75040000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,75040000,KG
24452200,C24,"Nickel and nickel alloy bars, rods, profiles and wires (excluding prepared bars, rods or profiles for use in structures, insulated electric bars and wire, enamelled wire)","['75051100', '75051200', '75052100', '75052200']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,75051100|75051200|75052100|75052200,KG
24452300,C24,"Nickel and nickel alloy plate, sheet, strip and foil (excluding expanded metal)","['75061000', '75062000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,75061000|75062000,KG
24452400,C24,"Nickel tubes, pipes and tube or pipe fittings","['75071100', '75071200', '75072000']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,75071100|75071200|75072000,KG
24453013,C24,"Tungsten (wolfram) and articles thereof (excluding waste and scrap), n.e.c.",[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
24453017,C24,"Molybdenum and articles thereof (excluding waste and scrap), n.e.c.","['81021000', '81029400', '81029500', '81029600', '81029900']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,81021000|81029400|81029500|81029600|81029900,KG
24453023,C24,"Tantalum and articles thereof (excluding waste and scrap), n.e.c.",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24453025,C24,"Magnesium and articles thereof (excluding waste and scrap), n.e.c.",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24453027,C24,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof (excluding waste and scrap), n.e.c.",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24453030,C24,"Bismuth and articles thereof, including waste and scrap, n.e.c.; cadmium and articles thereof (excluding waste and scrap), n.e.c.",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24453043,C24,"Titanium and articles thereof (excluding waste and scrap), n.e.c.",[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
24453047,C24,"Zirconium and articles thereof (excluding waste and scrap), n.e.c.; antimony and articles thereof (excluding waste and scrap), n.e.c.",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24453055,C24,"Beryllium, chromium, germanium, vanadium, gallium, hafnium (‘celtium’), indium, niobium (‘columbium’), rhenium and thallium, and articles of these metals, n.e.c.; waste and scrap of these metals (excluding of beryllium, chromium and thallium)",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24453057,C24,"Manganese and articles thereof, including waste and scrap, n.e.c.; cermets and articles thereof, including waste and scrap, n.e.c.",[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24511110,C24,"Malleable iron castings for land vehicles, piston engines and other machinery and mechanical appliances",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511190,C24,Parts for other utilisation (malleable iron casting),[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511210,C24,Parts of land vehicles (nodular iron castings),[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511220,C24,"Ductile iron castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511240,C24,Other parts of piston engines and mechanical engineering (nodular iron castings),[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511250,C24,Ductile iron castings for machinery and mechanical appliances excluding for piston engines,[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511290,C24,"Ductile iron castings for locomotives/rolling stock/parts, used other than in land vehicles, bearing housings, plain shaft bearings, piston engines, gearing, pulleys, clutches, machinery",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511310,C24,"Grey iron castings for land vehicles (excluding for locomotives or rolling stock, construction industry vehicles)",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511320,C24,"Grey iron castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding bearing housings incorporating ball or roller bearings)",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511340,C24,Other parts of piston engines and mechanical engineering (cast iron: not ductile),[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511350,C24,Grey iron castings for machinery and mechanical appliances excluding for piston engines,[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24511390,C24,"Grey iron castings for locomotives/rolling stock/parts, used other than in land vehicles, bearing housings, plain shaft bearings, piston engines, gearing, pulleys, clutches, machinery",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24512000,C24,"Tubes, pipes and hollow profiles of cast iron excluding tubes, pipes, hollow profiles made into identifiable parts of articles, such as sections of central heating radiators and machinery parts","['73030010', '73030090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,73030010|73030090,KG
24513030,C24,"Tube or pipe fittings, of non-malleable cast iron","['73071110', '73071190']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,73071110|73071190,KG
24513050,C24,Tube or pipe fittings of malleable cast iron,[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
24521010,C24,"Steel castings for land vehicles excluding for locomotives or rolling stock, construction industry vehicles",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24521030,C24,Steel castings for bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings),[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24521040,C24,Other parts of piston engines and mechanical engineering,[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24521050,C24,"Steel castings for machinery and mechanical appliances excluding piston engines, turbojets, turboprops, other gas turbines, lifting or handling equipment, construction industry machinery/vehicles",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24521090,C24,"Steel castings for locomotives/rolling stock/parts, use other than in land vehicles, bearing housings, plain shaft bearings, piston engines, gearing, pulleys, clutches, machinery",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24523000,C24,Tube or pipe fittings of cast steel,[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
24531010,C24,"Light metal castings for land vehicles excluding for locomotives or rolling stock, construction industry vehicles",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24531020,C24,"Light metal castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24531040,C24,Other parts of piston engines and mechanical engineering,[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24531050,C24,"Light metal castings for machinery and mechanical appliances excluding for piston engines, turbojets, gas turbines, lifting or handling equipment, construction industry machinery/vehicles",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24531090,C24,Parts for other utilisation,[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24541010,C24,"Non-ferrous cast parts for land vehicles excluding locomotives/ rolling stock, straddle carriers, works trucks fitted with lifting or handling equipment, agricultural/road rollers, bulldozers etc.",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24541020,C24,"Non-ferrous cast parts, other than of light metals, for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24541040,C24,Other parts of piston engines and mechanical engineering,[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24541050,C24,"Non-ferrous cast parts, other than of light metals, for machinery and mechanical appliances (excluding for piston engines)",[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
24541090,C24,Parts for other utilisation,[],['KG'],0,False,15,15,['KG'],0,1,False,True,True,True,True,False,,KG
20111250,C20,Sulphur trioxide (sulphuric anhydride); diarsenic trioxide,['28112910'],['KG'],1,True,11,11,['KG'],0,1,True,True,True,False,True,False,28112910,KG
20132530,C20,Potassium hydroxide (caustic potash),['28152000'],['KG_KOH'],1,True,14,14,['KG_KOH'],0,1,True,False,False,False,True,False,28152000,KG_KOH
20134220,C20,Phosphinates (hypophosphites) and phosphonates (phosphites),['28351000'],['KG'],1,True,13,13,['KG'],0,1,True,True,True,False,True,False,28351000,KG
20141160,C20,"Buta-1,3-diene and isoprene",['29012400'],['KG'],1,True,14,14,['KG'],0,1,True,True,True,False,True,False,29012400,KG
20143235,C20,"Palmitic acid, stearic acid, their salts and esters","['29157040', '29157050']",['KG'],2,True,14,14,['KG'],0,1,True,True,True,False,True,False,29157040|29157050,KG
20143271,C20,Acetic acid,['29152100'],['KG'],1,True,11,11,['KG'],0,1,True,True,True,False,True,False,29152100,KG
20143277,C20,Acetic anhydride,['29152400'],['KG'],1,True,13,13,['KG'],0,1,True,True,True,False,True,False,29152400,KG
20144123,C20,Hexamethylenediamine and its salts; ethylenediamine and its salts,"['29212100', '29212200']",['KG'],2,True,14,14,['KG'],0,1,True,True,True,False,True,False,29212100|29212200,KG
20146140,C20,"Aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function",[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
17125110,C17,"Uncoated, inside grey paperboard",['48045990'],['KG'],1,True,13,13,['KG'],0,1,True,True,True,False,True,False,48045990,KG
17125910,C17,Other uncoated paperboard,"['48044191', '48044198', '48044200', '48044900', '48045100', '48045200', '48045910']",['KG'],7,True,13,13,['KG'],0,1,True,True,True,False,True,False,48044191|48044198|48044200|48044900|48045100|48045200|48045910,KG
17231370,C17,"Manifold business forms and interleaved carbon sets, of paper or paperboard",['48204000'],['KG'],1,True,13,13,['KG'],0,1,True,True,True,False,True,False,48204000,KG
20157100,C20,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium (excluding those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)","['31052010', '31052090']",['KG'],2,True,12,12,['KG'],0,1,True,True,True,False,True,False,31052010|31052090,KG
23311050,C23,"Unglazed ceramic and stoneware flags and paving, hearth or wall tiles; unglazed ceramic and stoneware mosaic cubes and the like, whether or not on a backing",[],[],0,,6,6,['M2'],0,1,False,False,False,False,True,False,,
23431030,C23,Electrical insulators of ceramics (excluding insulating fittings),['85462000'],['KG'],1,True,12,12,['KG'],0,1,True,True,True,False,True,False,85462000,KG
23431050,C23,"Insulating fittings for electrical purposes, of ceramics",['85471000'],['KG'],1,True,12,12,['KG'],0,1,True,True,True,False,True,False,85471000,KG
23491250,C23,"Ceramic articles, n.e.s. (excluding of porcelain or china)",['69149000'],['KG'],1,True,12,12,['KG'],0,1,True,True,True,False,True,False,69149000,KG
23991255,C23,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",['68071000'],['M2'],1,True,12,12,['M2'],0,1,True,False,False,False,True,False,68071000,M2
171200Z0,C17,"Creped or crinkled sack kraft paper in rolls or sheets; paper and paperboard, creped, crinkled, embossed or perforated","['48084000', '48089000']",['KG'],2,False,11,11,['KG'],0,1,False,True,True,False,True,False,48084000|48089000,KG
17127336,C17,"Coated bases for paper and paperboard of a kind used for: photo-, heat- and electro-sensitive paper and having 10 % or less of mechanical and chemi-mechanical fibres, and paper and paperboard of a kind used for writing, printing or other graphic purposes, which weighs less than or equal to 150 g/m²","['48101300', '48101400', '48101900']",['KG'],3,True,11,11,['KG'],0,1,True,True,True,False,True,False,48101300|48101400|48101900,KG
20122450,C20,Other colouring matter; pigments and preparations based on inorganic or mineral colouring matter; inorganic products of a kind used as luminophores,"['32062000', '32064100', '32064200', '32064910', '32064970', '32065000']",['KG'],6,True,11,11,['KG'],0,1,True,True,True,False,True,False,32062000|32064100|32064200|32064910|32064970|32065000,KG
20132434,C20,Sulphuric acid; oleum,['28070000'],['KG_H2SO4'],1,True,11,11,"['KG_H2SO4', 'KG_SO2']",0,1,True,False,False,False,True,False,28070000,KG_H2SO4
20135275,C20,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",['28529000'],['KG'],1,True,11,11,['KG'],0,1,True,True,True,False,True,False,28529000,KG
201434Z1,C20,Esters of orthophthalic acid,"['29173200', '29173300', '29173400']",['KG'],3,False,11,11,['KG'],0,1,False,True,True,False,True,False,29173200|29173300|29173400,KG
20145215,C20,"Tetrahydrofuran, 2-Furaldehyde, Furfuryl alcohol, Tetrahydrofurfuryl alcohol and Piperonal","['29321100', '29321200', '29321300', '29329300']",['KG'],4,True,11,11,['KG'],0,1,True,True,True,False,True,False,29321100|29321200|29321300|29329300,KG
20145225,C20,Heterocyclic compounds with oxygen only hetero-atom(s) (excluding other lactones),"['29321400', '29321900', '29329100', '29329200', '29329400', '29329500', '29329600', '29329900']",['KG'],8,True,11,11,['KG'],0,1,True,True,True,False,True,False,29321400|29321900|29329100|29329200|29329400|29329500|29329600|29329900,KG
20146135,C20,"Aldehyde-alcohols, Aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function","['29124100', '29124200', '29124900']",['KG'],3,True,11,11,['KG'],0,1,True,True,True,False,True,False,29124100|29124200|29124900,KG
201461Z0,C20,"Acyclic aldehydes without other oxygen function (excluding methanal, ethanal)",['29121900'],['KG'],1,False,11,11,['KG'],0,1,False,True,True,False,True,False,29121900,KG
201462Z0,C20,"Aromatic ketones without other oxygen function; ketone-alcohols and ketone-aldehydes; ketone-phenols and ketones with other oxygen function; other cyclanic, cyclenic or cycloterpenic ketones without other oxygen function","['29142900', '29143100', '29143900', '29144010', '29144090', '29145000']",['KG'],6,False,11,11,['KG'],0,1,False,True,True,False,True,False,29142900|29143100|29143900|29144010|29144090|29145000,KG
20595993,C20,"Other chemical products, n.e.c.",[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
20595997,C20,Biofuels (diesel substitute),[],[],0,,4,4,['KG'],0,1,False,False,True,False,True,False,,
23141162,C23,Glass fibre mats made of filaments,[],[],0,,2,2,['KG'],0,1,False,False,True,False,True,False,,
23141167,C23,Glass fibre voiles made of filaments,[],[],0,,2,2,['KG'],0,1,False,False,True,False,True,False,,
23141217,C23,Glass fibre mats made of glass wool,[],[],0,,2,2,['KG'],0,1,False,False,True,False,True,False,,
23141237,C23,Glass fibre voiles made of glass wool,[],[],0,,2,2,['KG'],0,1,False,False,True,False,True,False,,
23141297,C23,"Glass fibres, incl. glass wool, and articles thereof (excl. staple fibres, rovings, yarn, chopped strands, woven fabrics, also narrow fabrics, thin sheets ""voiles"", webs, mats, mattresses and boards and similar nonwoven products, stone or slag wool and articles thereof, electrical insulators or parts thereof, optical fibres, fibre bundles or cable, brushes of glass fibres, and dolls' wigs)",[],[],0,,10,10,['KG'],0,1,False,False,True,False,True,False,,
23651270,C23,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated and other sheets, panels, paving, tiles and similar articles)",['68118900'],['KG'],1,True,11,11,['KG'],0,1,True,True,True,False,True,False,68118900,KG
24421154,C24,Unwrought aluminium alloys (excluding aluminium powders and flakes),"['76012020', '76012080']",['KG'],2,True,10,10,['KG'],0,1,True,True,True,False,True,False,76012020|76012080,KG
23141220,C23,Mats of irregularly laminated glass fibres (excl. glass wool),"['70191400', '70191500']",['KG'],2,True,9,9,['KG'],0,1,True,True,True,False,True,False,70191400|70191500,KG
23141240,C23,"Thin sheets ""voiles"" of irregularly laminated glass fibres (excl. glass wool)",[],[],0,,8,8,['KG'],0,1,False,False,True,False,True,False,,
20145151,C20,Organo-inorganic compounds (excluding organo-sulphur compounds),"['29311000', '29312000', '29314100', '29314200', '29314300', '29314400', '29314500', '29314600', '29314700', '29314800', '29314910', '29314920', '29314930', '29314940', '29314990', '29315100', '29315200', '29315300', '29315400', '29315910', '29315990', '29319000']",['KG'],22,True,8,8,['KG'],0,1,True,True,True,False,True,False,29311000|29312000|29314100|29314200|29314300|29314400|29314500|29314600|29314700|29314800|29314910|29314920|29314930|29314940|29314990|29315100|29315200|29315300|29315400|29315910|29315990|29319000,KG
20595994,C20,"Other chemical products, n.e.c.",[],[],0,,7,7,['KG'],0,1,False,False,True,False,True,False,,
20142337,C20,"Diols and polyhydric alcohols (excluding ethylene glycol and propylene glycol, D-glucitol and tetramethylene glycol having a bio-based carbon content of 100 % by mass)","['29053920', '29053928', '29053930', '29053995', '29054100', '29054200', '29054300', '29054900']",['KG'],8,True,7,7,['KG'],0,1,True,True,True,False,True,False,29053920|29053928|29053930|29053995|29054100|29054200|29054300|29054900,KG
20142338,C20,"Butane-1,4-diol or tetramethylene glycol (1,4-butanediol) having a bio-based carbon content of 100 % by mass",['29053926'],['KG'],1,True,7,7,['KG'],0,1,True,True,True,False,True,False,29053926,KG
20143381,C20,"Oxalic, azelaic, malonic, other, cyclanic, cylenic or cycloterpenic polycarboxylic acids, salts (excluding butanedioic acid having a bio-based carbon content of 100 % by mass)","['29171100', '29171310', '29171390', '29171910', '29171980', '29172000']",['KG'],6,True,7,7,['KG'],0,1,True,True,True,False,True,False,29171100|29171310|29171390|29171910|29171980|29172000,KG
20143382,C20,"Ethane-1,2-dicarboxylic acid or butanedioic acid (succinic acid) having a bio-based carbon content of 100 % by mass",['29171920'],['KG'],1,True,7,7,['KG'],0,1,True,True,True,False,True,False,29171920,KG
20153600,C20,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),['31028000'],['KG_N'],1,True,7,7,['KG_N'],0,1,True,False,False,False,True,False,31028000,KG_N
20201600,C20,"Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl (ISO); camphechlor (ISO) (toxaphene); captafol (ISO); chlordane (ISO); chlordimeform (ISO); chlorobenzilate (ISO); DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl) ethane); dieldrin (ISO, INN); 4,6-dinitro-o-cresol (DNOC (ISO)) or its salts; dinoseb (ISO), its salts or its esters; ethylene dibromide (ISO) (1,2-dibromoethane); ethylene dichloride (ISO) (1,2-dichloroethane); fluoroacetamide (ISO); heptachlor (ISO); hexachlorobenzene (ISO); 1,2,3,4,5,6 - hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN); mercury compounds; methamidophos (ISO); monocrotophos (ISO); oxirane (ethylene oxide); parathion (ISO); parathion-methyl (ISO) (methyl-parathion); pentachlorophenol (ISO), its salts or its esters; phosphamidon (ISO); 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts or its esters; tributyltin compounds. Also dustable powder formulations containing a mixture of benomyl (ISO), carbofuran (ISO) and thiram (ISO).",[],[],0,,6,6,"['KG ACT. SUBST.', 'KG_ACT_SUBST']",0,1,False,False,False,False,True,False,,
20594158,C20,"Lubricating preparations obtained from petroleum or bituminous minerals, excluding the ones used for the treatment of textiles, leather, hides, furskins and other materials (excluding lubricants having a bio-based carbon content of at least 25 % by mass and which are biodegradable at a level of at least 60 %)","['34031910', '34031980']",['KG'],2,True,7,7,['KG'],0,1,True,True,True,False,True,False,34031910|34031980,KG
20594159,C20,Lubricants having a bio-based carbon content of at least 25 % by mass and which are biodegradable at a level of at least 60 %,['34031920'],['KG'],1,True,7,7,['KG'],0,1,True,True,True,False,True,False,34031920,KG
20595800,C20,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum oils or oils obtained from bituminous minerals","['38260010', '38260090']",['KG'],2,True,7,7,['KG'],0,1,True,True,True,False,True,False,38260010|38260090,KG
201300Z0,C20,"Phosphides (excluding ferrophosphorus), whether or not chemically defined; hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 20.13.64.50; Other inorganic compounds n.e.c.; amalgams (excluding distilled and conductivity water and water of similar purity, liquid air and compressed air, those of precious metals)","['28500020', '28500060', '28500090', '28531000', '28539090']",['KG'],5,False,6,6,['KG'],0,1,False,True,True,False,True,False,28500020|28500060|28500090|28531000|28539090,KG
20144238,C20,"Amino-alcohols, their ethers and esters with only 1 oxygen function and their salts (excluding monoethanolamine and its salts, diethanolamine and its salts)","['29221400', '29221500', '29221600', '29221700', '29221800', '29221900']",['KG'],6,True,6,6,['KG'],0,1,True,True,True,False,True,False,29221400|29221500|29221600|29221700|29221800|29221900,KG
20201100,C20,Insecticides,[],[],0,,5,5,"['KG ACT. SUBST.', 'KG_ACT_SUBST']",0,1,False,False,False,False,True,False,,
20602150,C20,"Artificial filament tow and staple fibres (not carded, combed or otherwise processed for spinning, excluding the ones of acetate)","['55029000', '55041000', '55049000']",['KG'],3,True,6,6,['KG'],0,1,True,True,True,False,True,False,55029000|55041000|55049000,KG
23311000,C23,Ceramic tiles and flags,"['69072100', '69072200', '69072300', '69073000', '69074000']",['M2'],5,True,6,6,['M2'],0,1,True,False,False,False,True,False,69072100|69072200|69072300|69073000|69074000,M2
23991940,C23,Calcined kaolin,['25070020'],['KG'],1,False,6,6,['KG'],0,1,False,True,True,False,True,False,25070020,KG
17221270,C17,"Napkins and napkin liners for babies, of other textile materials (excl. of wadding of textile materials)",['96190050'],['KG'],1,True,4,4,['KG'],0,1,True,True,True,False,True,False,96190050,KG
20111140,C20,Helium,['28042910'],['M3'],1,True,4,4,['M3'],0,1,True,False,False,False,True,False,28042910,M3
20111190,C20,"Other rare gases (neon, krypton and xenon)",['28042990'],['M3'],1,True,4,4,['M3'],0,1,True,False,False,False,True,False,28042990,M3
20121210,C20,Manganese oxides. Manganese dioxide,['28201000'],['KG'],1,True,4,4,['KG'],0,1,True,True,True,False,True,False,28201000,KG
20121220,C20,Manganese oxides. Manganese oxide containing by weight 77 % or more of manganese,['28209010'],['KG'],1,True,4,4,['KG'],0,1,True,True,True,False,True,False,28209010,KG
20121230,C20,Manganese oxides. Manganese oxide containing by weight less than 77 % of manganese,['28209090'],['KG'],1,True,4,4,['KG'],0,1,True,True,True,False,True,False,28209090,KG
20121240,C20,"Chromium, lead and copper oxides and hydroxides","['28191000', '28199010', '28199090', '28241000', '28249000', '28255000']",['KG'],6,True,4,4,['KG'],0,1,True,True,True,False,True,False,28191000|28199010|28199090|28241000|28249000|28255000,KG
