prodcom_code,sector,product,cn8_codes,cn8_component_count,production_years_observed,extra_eu_import_years_observed,production_change_2008_2022_pct,extra_eu_import_change_2008_2022_pct,extra_eu_import_increase_tonnes,import_share_2008_pct,import_share_2022_pct,endpoint_pattern,clear_production_down_trend,clear_import_up_trend,both_clear_expected_trends
17122057,C17,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",48030039,1,15,15,43.92791169043908,-37.81864763776591,-6846.306,11.037778171766117,5.087613082007502,Neither expected direction,False,False,False
17122090,C17,Paper stock for household : others,48030090,1,15,15,103.05387004131168,101.99720338605039,50535.157,19.897836181504996,19.8148077646042,Imports up; output not down,False,True,False
17123100,C17,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",48041111|48041115|48041119|48041190,4,15,15,21.72150287491896,-56.99024419846157,-561904.687,25.534024967272845,10.80670457602242,Neither expected direction,False,False,False
17123200,C17,"Uncoated kraftliner in rolls or sheets (excluding unbleached, for writing; printing or other graphic purposes, punch card stock and punch card tape paper",48041912|48041919|48041930|48041990,4,15,13,21.06898076351915,,,,5.442804270359487,Missing / zero baseline,False,False,False
17123300,C17,Semi-chemical fluting,48051100,1,15,15,7.2597932980552615,9.961966887153185,3650.58,1.6710624674315646,1.7124402798727965,Imports up; output not down,False,True,False
17123400,C17,Recycled fluting and other fluting,48051200|48051910|48051990,3,15,15,132.489522736553,63.41292086146812,137295.53500000003,4.764813321085232,3.397200442906034,Imports up; output not down,False,True,False
17123520,C17,"Uncoated testliner (recycled liner board), weight <= 150 g/m², in rolls or sheets",48052400,1,15,15,72.76216115049496,81.22753542384287,136501.399,3.1250114237091,3.273125488241796,Imports up; output not down,False,True,False
17123540,C17,"Uncoated testliner (recycled liner board), weight > 150 g/m², in rolls or sheets",48052500,1,15,15,64.10137167103738,24.488990265258217,16724.248,5.165235341364937,3.967873536420484,Imports up; output not down,False,False,False
17124120,C17,"Uncoated, unbleached sack kraft paper (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",48042110|48042190,2,15,15,16.910177753082834,57.33634013497442,37653.665,5.620682108514614,7.420034531967144,Imports up; output not down,False,True,False
17124140,C17,"Uncoated sack kraft paper (excluding unbleached, for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",48042910|48042990,2,15,15,31.073530872743472,-65.31021074579637,-21501.263,9.543621467332857,2.7164400581112713,Neither expected direction,False,False,False
17124160,C17,"Uncoated kraft paper and paperboard weighing <= 150 g/m² (excluding kraftliner, sack kraft paper, for writing, printing and other graphic purposes, etc.)",48043151|48043158|48043180|48043951|48043958|48043980,6,15,15,43.442795885611154,42.2875035822259,36292.419,6.607616390270809,6.557888434773712,Imports up; output not down,False,True,False
17124220,C17,Sulphite wrapping paper in rolls or sheets,48053000,1,15,11,-53.07878245929406,,,,1.3476010449933655,Missing / zero baseline,True,False,False
17124240,C17,"Other uncoated paper and paperboard, in rolls or sheets, weight <= 150 g/m² (excluding products of HS 4802, fluting paper, testliner, sulphite wrapping paper, filter or felt paper and paperboard)",48059100,1,15,15,-41.892858424192795,-8.529610073599914,-5842.512,2.538320957306005,3.9383447536611818,Output down; imports not up,True,False,False
17124260,C17,"Other uncoated paper and paperboard, in rolls or sheets, weight > 150 g/m² and < 225 g/m² (excluding products of HS 4802, fluting paper, testliner, sulphite wrapping paper, filter or felt paper and paperboard)",48059200,1,15,15,104.04164049152489,25.995311527418252,12473.276000000007,7.543301198575146,4.796364473368036,Imports up; output not down,False,False,False
17124280,C17,"Other uncoated paper and paperboard, in rolls or sheets, weight >= 225 g/m² (excluding products of HS 4802, fluting paper, testliner, sulphite wrapping paper, filter or felt paper and paperboard)",48059320|48059380,2,15,15,-24.10482318910376,-40.30859647664384,-40992.272999999994,3.0540905260102416,2.4178014229366895,Output down; imports not up,True,False,False
17124330,C17,Uncoated filter paper and paperboard in rolls or sheets,48054000,1,15,15,-21.09723851009865,32.764494870824,4746.344999999998,7.752861473849059,12.38953109008875,Output down; imports up,True,False,False
17124360,C17,Uncoated felt paper and paperboard in rolls or sheets,48055000,1,15,15,-77.72847852769208,-42.532651782382466,-1208.174,6.567673653082751,15.353119510297105,Output down; imports not up,True,False,False
17124400,C17,"Cigarette paper (excluding in the form of booklets or tubes), in rolls > 5 cm wide",48139010|48139090,2,15,15,-23.07473625440131,-51.25258045957561,-1211.57,1.1237604090820275,0.7150686912105222,Output down; imports not up,False,False,False
17126000,C17,"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers",48061000|48062000|48063000|48064010|48064090,5,15,15,20.51931946019694,217.47118045336,54625.779,3.8306772927809196,9.496271394045413,Imports up; output not down,False,True,False
17127100,C17,Composite paper and paperboard in rolls or sheets (including strawpaper and paperboard) (excluding surface coated or impregnated),48070030|48070080,2,15,15,167.31204828136813,-14.604909515356901,-3085.3789999999963,4.915237753813603,1.6245559752243988,Neither expected direction,False,False,False
17127360,C17,"Lightweight coated paper for writing, printing, graphic purposes, m.f. > 10 %",48102200,1,15,11,-54.91221335800345,,,,5.853805409897495,Missing / zero baseline,True,False,False
17127375,C17,"Other coated mechanical graphic paper for writing, printing, graphic purposes, m.f. > 10 %, rolls",48102930,1,15,15,-51.515151515151516,-54.04370161012437,-87454.08,4.267633896561743,4.054093952935132,Output down; imports not up,False,False,False
17127379,C17,"Other coated mechanical graphic paper for writing, printing, graphic purposes, m.f. > 10 %, sheets",48102980,1,15,15,-16.660730940614677,-85.07401494268197,-175259.503,14.907345875732414,3.0421766640341663,Output down; imports not up,False,False,False
17127400,C17,"Kraft paper (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",48103100,1,15,15,103.25071211923391,-98.40898498757511,-63966.782999999996,42.977676176816225,0.5865235842711307,Neither expected direction,False,False,False
17127500,C17,"Kraft paperboard (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",48103210|48103290,2,15,15,131.8840579710145,9.57389527370822,8680.544,72.43723927425924,55.39433780630736,Imports up; output not down,False,False,False
17127600,C17,"Carbon paper, self-copy paper and other copying or transfer paper, in rolls or sheets",48092000|48099000,2,15,11,-69.14698108249458,,,,5.86457533827968,Missing / zero baseline,True,False,False
17127710,C17,"Tarred, bituminised or asphalted paper and paperboard in rolls or sheets",48111000,1,15,15,-40.0,-93.32054385076857,-17112.134,31.432813190653704,4.8555691682569,Output down; imports not up,True,False,False
17127733,C17,Self-adhesive paper and paperboard in rolls or sheets,48114120|48114190,2,15,15,170.73325638578544,-7.621001043074182,-7281.155,20.999776220079784,8.31594841950121,Neither expected direction,False,False,False
17127735,C17,Gummed paper and paperboard in rolls or sheets (excluding self-adhesives),48114900,1,15,15,-14.404846306504393,58.511480925149485,5013.668,14.453930092612397,23.832396948312578,Output down; imports up,True,False,False
17127755,C17,"Bleached paper and paperboard in rolls or sheets, coated, impregnated or covered with plastics weighing > 150 g/m² (excluding adhesives)",48115100,1,15,15,87.40019619832748,-65.98191492208608,-67311.114,18.326291318367634,3.9137525512252025,Neither expected direction,False,False,False
17127759,C17,"Paper and paperboard in rolls or sheets, coated, impregnated or covered with plastics (excluding adhesives, bleached and weighing > 150 g/m²)",48115900,1,15,15,-12.305349207809279,44.21164116286198,41048.892000000014,7.818284312282625,12.24022472316556,Output down; imports up,False,True,False
17127770,C17,"Paper and paperboard in rolls or sheets, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol",48116000,1,15,15,-29.93447271701274,-48.820216968253504,-3227.195999999999,3.0545015185479936,2.2497011833212297,Output down; imports not up,True,False,False
17127780,C17,"Other paper, paperboard, coated..., n.e.c.",48119000,1,15,15,105.24252584661716,44.723720050714924,22101.661,9.208704880640934,6.6746190219268815,Imports up; output not down,False,True,False
17127820,C17,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size (excluding that for writing, printing or other graphic purposes; paper and paperboard bleached uniformly in the mass and containing > 95 % chemically processed wood fibres by weight in relation to the total fibre content)",48103900,1,15,15,77.0,-19.653999633030384,-36728.708,82.36926311634373,67.95623205099228,Neither expected direction,False,False,False
17127850,C17,"Multi-ply paper and paperboard, coated, others",48109290,1,15,15,-13.321464496211133,27.381266728282448,44272.222,6.869537630024588,9.779872290275264,Output down; imports up,False,False,False
17127953,C17,"Multi-ply paper and paperboard, coated, of which each layer in bleached",48109210,1,15,15,66.00128816077384,227.73916334248452,125737.238,4.845031641183912,9.134428743237194,Imports up; output not down,False,True,False
17127955,C17,"Multi-ply paper and paperboard, coated, with one bleached outer layer",48109230,1,15,15,39.18950289800358,64.41215381114584,42049.378000000004,2.9957194635146496,3.519470703114881,Imports up; output not down,False,True,False
17127970,C17,"Paper/paperboard in rolls or sheets, coated on one/both sides with kaolin or other inorganic substances excluding of a kind used for any graphic purposes, multi-ply paper/paperboard",48109910|48109980,2,15,11,-61.73239690257519,,,,5.3653571562913305,Missing / zero baseline,True,False,False
17211100,C17,Corrugated paper and paperboard in rolls or sheets,48081000,1,15,15,39.67869078543585,-19.639172659773152,-9737.679,0.693312840328697,0.40005902661985737,Neither expected direction,False,False,False
17211230,C17,"Sacks and bags, with a base width >= 40 cm, of paper, paperboard, cellulose wadding or webs of cellulose fibres",48193000,1,15,15,-34.71003798553745,130.85706109903558,21026.513,1.348816180106879,4.611510321529781,Output down; imports up,False,True,False
17211250,C17,"Sacks and bags of paper, paperboard, cellulose wadding or webs of cellulose fibres (excluding those with a base width >= 40 cm)",48194000,1,15,15,61.800113253002806,122.0701113775108,129358.521,11.623107228338238,15.290656175823791,Imports up; output not down,False,True,False
17211300,C17,"Cartons, boxes and cases, of corrugated paper or paperboard",48191000,1,15,15,13.958065207382674,37.86082997754321,69780.091,0.8013438517010789,0.9677994511128781,Imports up; output not down,False,True,False
17211400,C17,"Folding cartons, boxes and cases of non-corrugated paper or paperboard",48192000,1,15,15,37.43295170923824,33.227922094473385,45131.253,2.203427703931325,2.13745055937535,Imports up; output not down,False,True,False
17211530,C17,"Other packaging containers, including record sleeves, n.e.c.",48195000,1,15,15,-5.837822107156809,63.990658521877286,30130.31,3.5282174093651513,5.9879889873563075,Output down; imports up,False,False,False
17211550,C17,"Box files, letter trays, storage boxes and similar articles of paper or paperboard of a kind used in offices, shops or the like",48196000,1,15,15,26.845417828462793,-26.55521801396523,-6779.728,11.889259157225917,7.24671843044381,Neither expected direction,False,False,False
17221120,C17,Toilet paper,48181010|48181090,2,15,15,34.233544514738476,101.64401813151196,50860.152,1.8006464300591534,2.6806691381628682,Imports up; output not down,False,True,False
17221140,C17,"Handkerchiefs and cleansing or facial tissues of paper pulp, paper, cellulose wadding or webs of cellulose fibres",48182010,1,15,15,45.08830221464075,-25.494743595983493,-7024.363,5.966643445103878,3.155566418665699,Neither expected direction,False,False,False
17221160,C17,"Hand towels of paper pulp, paper, cellulose wadding or webs of cellulose fibres",48182091|48182099,2,15,15,39.7483775743199,43.306236262409215,16415.477,2.514994398179325,2.577373451033776,Imports up; output not down,False,False,False
17221180,C17,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",48183000,1,15,15,10.145536216327589,-10.191944716543333,-1351.565,2.2485181801436647,1.8409907678823938,Neither expected direction,False,False,False
17221210,C17,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding",96190030,1,15,9,49.193652709975424,,,,1.1471946515297393,Missing / zero baseline,False,False,False
17221220,C17,"Sanitary towels, tampons and similar articles of paper pulp, paper, cellulose wadding or webs of cellulose fibres",96190071|96190075|96190079,3,15,9,16.709528435500488,,,,4.769209190299843,Missing / zero baseline,False,False,False
17221230,C17,"Napkins and napkin liners for babies and similar sanitary articles of paper pulp, paper, cellulose wadding or webs of cellulose fibers, (excluding toilet paper, sanitary towels, tampons and similar articles)",96190081|96190089,2,15,9,51.78044319679089,,,,1.8666018156310487,Missing / zero baseline,False,False,False
17221240,C17,Wadding; other articles of wadding,56012110|56012190|56012210|56012290|56012900,5,15,14,31.84312415026762,,,,9.147429149273366,Missing / zero baseline,False,True,False
17221250,C17,"Articles of apparel and clothing accessories of paper pulp; paper; cellulose wadding or webs of cellulose fibres (excluding handkerchiefs, headgear)",48185000,1,15,15,75.0,-41.31061328119302,-5409.593,89.11188578531511,73.29602406409717,Neither expected direction,False,False,False
17221290,C17,"Household, sanitary or hospital articles of paper, etc., n.e.c.",48189010|48189090,2,15,15,20.090827616877238,72.05574378272416,19366.918,6.556795489840329,9.134834317622339,Imports up; output not down,False,True,False
17221300,C17,"Trays, dishes, plates, cups and the like of paper or paperboard",48236100|48236910|48236990,3,15,15,41.0033283244855,492.69630361246806,171611.084,12.063700676922368,36.57453869789452,Imports up; output not down,False,True,False
17231100,C17,"Carbon paper, self-copy paper and other copying or transfer papers; duplicator stencil and offset plates of paper; gummed or adhesive paper",48162000|48169000,2,15,15,-65.0,-84.93173082608237,-21058.522,19.868357172951153,9.645064126705089,Output down; imports not up,False,False,False
17231230,C17,Envelopes of paper or paperboard,48171000,1,15,15,-37.12775036220252,-30.042062183342278,-6392.499,3.0489471637496286,3.3809453556197986,Output down; imports not up,True,False,False
17231250,C17,"Letter cards, plain postcards and correspondence cards of paper or paperboard",48172000,1,15,15,-52.840372767378504,20.77666575564723,191.57,11.96293121422239,25.81626450581809,Output down; imports up,False,False,False
17231270,C17,"Boxes, pouches, wallets and writing compendiums of paper or paperboard, containing an assortment of paper stationery",48173000,1,15,15,-7.947155757452718,-31.890095376730876,-1304.369,4.381702336041757,3.279396447307174,Output down; imports not up,False,False,False
17231313,C17,"Registers, account books, order books and receipt books, of paper or paperboard",48201010,1,15,15,-39.492170502646495,98.91994739149499,1692.2730000000004,3.6554104454889256,11.089878375847942,Output down; imports up,True,False,False
17231315,C17,"Notebooks, letter pads, memorandum pads, of paper or paperboard",48201030,1,15,15,-33.31073377390994,42.25519559613042,15095.492,14.69915378542839,26.878104272401202,Output down; imports up,False,True,False
17231317,C17,"Diaries, of paper or paperboard",48201050,1,15,15,-46.48925834290433,-8.824443725780206,-1774.445,23.011279860199473,33.742958901051885,Output down; imports not up,True,False,False
17231330,C17,"Exercise books, of paper or paperboard",48202000,1,15,15,23.891545726209372,-13.015721979791229,-3508.057,17.200991904458053,12.72907967640479,Neither expected direction,False,False,False
17231350,C17,"Binders, folders and file covers, of paper or paperboard (excluding book covers)",48203000,1,15,15,-21.843279203791855,-31.648222639415636,-7091.04,8.832055991315704,7.8105954691331965,Output down; imports not up,True,False,False
17231380,C17,"Albums for samples, collections, stamps or photographs, of paper or paperboard",48205000,1,15,15,-35.17540745941861,-63.1021890371717,-13684.554,52.917608060861475,39.014666341486915,Output down; imports not up,False,False,False
17231400,C17,"Other paper and paperboard, of a kind used for writing or printing or other graphic purposes, printed, embossed or perforated",48239040,1,15,15,31.546707395467966,31.124694037005483,2196.540000000001,1.203308126907038,1.1994941133331383,Imports up; output not down,False,False,False
17241100,C17,Wallpaper and similar wall coverings; window transparencies of paper,48142000|48149010|48149070,3,15,11,23.168850243047245,,,,3.1205300317137206,Missing / zero baseline,False,False,False
17241200,C17,Textile wall coverings,59050010|59050030|59050050|59050070|59050090,5,15,15,-39.37012838981612,56.654698890184484,135.07500000000002,12.629610598748787,27.192930724801656,Output down; imports up,True,False,False
17291120,C17,Self-adhesive printed labels of paper or paperboard,48211010,1,15,15,902.5135809586365,-11.17199549150083,-1631.803,2.8204107494717,0.25649656999958864,Neither expected direction,False,False,False
17291140,C17,Printed labels of paper or paperboard (excluding self-adhesive),48211090,1,15,15,1240.4374330877117,-39.53492660196203,-5874.864,5.880633461642387,0.28104823148267,Neither expected direction,False,False,False
17291160,C17,Self-adhesive labels of paper or paperboard (excluding printed),48219010,1,15,15,250.76526372724808,127.45918329783494,6613.221,4.664142603554913,3.0749528528691696,Imports up; output not down,False,True,False
17291180,C17,"Labels of paper or paperboard (excluding printed, self-adhesive)",48219090,1,15,15,1224.4805919082053,11.71061765225334,476.07899999999955,30.620689759063374,3.588896225703641,Imports up; output not down,False,False,False
17291200,C17,"Filter blocks, slabs and plates of paper pulp",48120000,1,15,15,274.26754050955265,38.39309047460646,947.5909999999996,57.36731712101779,33.225154671104306,Imports up; output not down,False,False,False
17291910,C17,Cigarette paper in rolls of a width <= 5 cm or in the form of booklets or tubes,48131000|48132000,2,15,15,-6.624721569370651,136.54161936506847,4256.557999999999,1.5167912068462703,3.755062439157858,Output down; imports up,True,False,False
17291920,C17,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard used for winding textile yarn",48221000,1,15,15,-13.246657104520432,-66.4310293255201,-2820.522,2.8402754387308704,1.118512852568613,Output down; imports not up,False,False,False
17291930,C17,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (excluding of a kind used for winding textile yarn)",48229000,1,15,15,20.43009053717433,185.75258526567455,11548.528,0.8250612851743552,1.9357537887633638,Imports up; output not down,False,True,False
17291951,C17,Filter paper and paperboard cut to shape,48232000,1,15,15,53.790346352691486,-33.11118334879373,-3465.235,8.207688512874915,3.743427206825113,Neither expected direction,False,False,False
17291955,C17,"Rolls, sheets and dials of paper or paperboard, printed for self-recording apparatus",48234000,1,15,15,1.62565389637781,23.352260581890306,490.514,7.148149892537784,8.54576003962627,Imports up; output not down,False,False,False
17291957,C17,Moulded or pressed articles of paper pulp,48237010|48237090,2,15,15,92.502826560253,426.3245187664023,57909.467,5.066076217000479,12.732644018461848,Imports up; output not down,False,True,False
17291985,C17,Other articles of paper and paperboard n.e.c.,48239085,1,15,15,302.61500114789027,39.74179629042158,25816.805000000008,6.854928428219126,2.4907225429367412,Imports up; output not down,False,False,False
19103000,C19,"Pitch and pitch coke, obtained from coal tar or from other mineral tars",27081000|27082000,2,15,15,63.30626244432844,-82.16323539379151,-77583.128,11.386987583900583,1.3841127662414465,Neither expected direction,False,False,False
20111230,C20,Carbon dioxide,28112100,1,15,15,81.15763023305385,8.95795399211119,16837.435,4.638716013986048,2.8425245584572454,Imports up; output not down,False,False,False
20111270,C20,Nitrogen oxides,28112930,1,15,15,97.31586813609306,3185.781306017926,12440.476,3.1134486470730156,34.85870448283072,Imports up; output not down,False,True,False
20111290,C20,"Inorganic oxygen compounds of non metals (excluding sulphur trioxide (sulphuric anhydride); diarsenic trioxide, nitrogen oxides, silicon dioxide, sulphur dioxide, carbon dioxide)",28112990,1,15,15,-24.533719360464968,-66.74539744734795,-2316.666,0.05782077956359205,0.025487265281235814,Output down; imports not up,False,False,False
20111300,C20,Liquid air; compressed air,28539030,1,15,6,120.39117125402026,,,,0.0007377036488022097,Missing / zero baseline,False,False,False
20121130,C20,Zinc oxide; zinc peroxide,28170000,1,15,15,18.40108166613279,9.02282670301313,5269.412,14.825143929874901,13.813083069871272,Imports up; output not down,False,False,False
20121910,C20,Iron oxides and hydroxides; earth colours containing 70 % or more by weight of combined iron evaluated as Fe2O3,28211000|28212000,2,15,15,32.42462715490333,1.022746042793199,1005.492,24.555430991272036,19.890804918586817,Imports up; output not down,False,False,False
20121930,C20,Cobalt oxides and hydroxides; commercial cobalt oxides,28220000,1,15,15,-33.333333333333336,8.63858264400088,108.703,9.490952225327101,14.594206113645647,Output down; imports up,False,False,False
20121973,C20,Molybdenum oxides and hydroxides,28257000,1,15,15,791.966924191212,-27.73906174039864,-1141.185,83.23891226934283,28.689949660625896,Neither expected direction,False,False,False
20121975,C20,Antimony oxides,28258000,1,15,15,40.09011529572199,-48.09585737447355,-4677.237,31.72676820983256,14.688500978096362,Neither expected direction,False,False,False
20122110,C20,Disperse dyes and preparations based thereon,32041100,1,15,15,-40.635932549137486,-33.193881634385946,-2831.066,9.623823558610278,10.701187222813862,Output down; imports not up,False,False,False
20122120,C20,Acid and mordant dyes and preparations based thereon,32041200,1,15,15,-9.290889179743878,-21.275420428649717,-5752.928999999996,43.39086531256695,39.94820269756051,Output down; imports not up,False,False,False
20122130,C20,Basic dyes and preparations based thereon,32041300,1,15,15,-59.26007883582145,-20.10711658189187,-1362.417,31.510395303730153,47.43011227701387,Output down; imports not up,False,False,False
20122140,C20,Direct dyes and preparations based thereon,32041400,1,15,15,-59.21526268191777,88.924466954074,10942.731,21.803135602667933,56.36192046145427,Output down; imports up,True,True,True
20122150,C20,Other synthetic organic colouring matters,32041500|32041600|32041700|32041800|32041900|32049000,6,15,1,-18.092135249656483,,,,36.17722971993288,Missing / zero baseline,False,False,False
20122160,C20,Synthetic organic products used as fluorescent brightening agents,32042000,1,15,15,-40.83005419842134,-52.67062791687018,-19227.576,22.88119576057195,19.180651200793527,Output down; imports not up,True,False,False
20122170,C20,Colour lakes; preparations based on colour lakes,32050000,1,15,15,-11.425654166666666,27.70317383374019,190.3099999999999,2.7826875896146146,3.963254944157956,Output down; imports up,False,False,False
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",32011000|32012000|32019020|32019090,4,15,15,-47.873559186081074,-24.030985646000826,-8477.561,38.00240053885172,47.18315810348383,Output down; imports not up,False,False,False
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),32030010|32030090,2,15,15,-65.84155986703007,14.138805625174754,1563.55,8.628727644983723,23.98634171385183,Output down; imports up,False,True,False
20122330,C20,Synthetic organic tanning substances,32021000,1,15,15,67.07401698779964,-62.20946102270841,-5323.923,9.266657582706125,2.2579372960511503,Neither expected direction,False,False,False
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,32029000,1,15,15,-33.24407509874662,42.75296353271196,3307.241,6.063636951524688,12.129376400527308,Output down; imports up,False,True,False
20132111,C20,Chlorine,28011000,1,15,15,-41.066741309436715,-93.25668825466305,-13761.426,0.2890450439619157,0.033158235000996635,Output down; imports not up,False,False,False
20132116,C20,Iodine; fluorine; bromine,28012000|28013010|28013090,3,15,15,45.55662412601045,-37.76107890321807,-15494.141,99.5333710698796,98.9154810776818,Neither expected direction,False,False,False
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",28020000,1,15,15,-43.32414262956522,-95.27001198033572,-6918.413,0.3373725098616418,0.028243377101072168,Output down; imports not up,True,False,False
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",28030000,1,15,14,-22.072117113410084,,,,38.209882044072884,Missing / zero baseline,False,True,False
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),28121100|28121500|28121600|28121700|28121990|28129000,6,15,3,-46.406158867022775,,,,14.391720816471498,Missing / zero baseline,False,False,False
20132415,C20,Chlorosulphuric acid,28062000,1,15,15,-30.236280000000004,-22.880883077373028,-1400.405,28.97866826953921,31.084256068397863,Output down; imports not up,False,False,False
20132550,C20,Peroxides of sodium or potassium,28153000,1,15,15,114.90705433746426,-75.95620027118991,-148.445,19.687712494018687,2.6694086001653115,Neither expected direction,False,False,False
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,28251000,1,15,15,-22.797510913291752,-30.372530262334895,-1155.693,7.794296418420568,7.083702876806873,Output down; imports not up,False,False,False
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,28274100|28274910|28274990,3,15,15,-50.690400346735245,-11.792193812852048,-1599.446,5.279228164978846,9.066215057158628,Output down; imports not up,True,False,False
20134135,C20,Thiosulphates,28323000,1,15,15,150.02531506315015,-94.16068936161788,-28536.621,43.108577605979896,1.7389059466326902,Neither expected direction,False,False,False
20134173,C20,Alums,28333000,1,15,15,-17.602686748025466,-59.29729729729729,-1502.89,16.370100555498322,8.81687051992195,Output down; imports not up,False,False,False
20134175,C20,Peroxosulphates (persulphates),28334000,1,15,15,50.0,-20.20540469057124,-2817.419,25.84887466769173,15.643218560448995,Neither expected direction,False,False,False
20134320,C20,Sodium hydrogencarbonate (sodium bicarbonate),28363000,1,15,15,-17.915821281482035,391.9168088303452,346465.417,4.61441800408615,22.475340184835627,Output down; imports up,False,True,False
20134340,C20,Calcium carbonate,28365000,1,15,15,-21.820478356194673,-70.6314677671855,-1188958.744,26.674178343150846,12.022504302111022,Output down; imports not up,False,False,False
20135125,C20,Chromates and dichromates; peroxochromates,28413000|28415000,2,15,15,-88.53463851950998,-24.37345481418658,-11840.21,58.20130910323333,90.18117933364083,Output down; imports not up,True,False,False
20135183,C20,Silver nitrate,28432100,1,15,15,50.628875555443976,-21.810569555257132,-80.069,47.96071806971406,32.3594598677402,Neither expected direction,False,False,False
20135185,C20,Colloidal precious metals; compounds and amalgams of precious metals (excluding silver nitrate),28431010|28431090|28432900|28433000|28439010|28439090,6,15,15,92.33014843766098,-87.37076725130296,-3868.574000000001,73.4389585316743,15.365851714926904,Neither expected direction,False,False,False
20135250,C20,Distilled and conductivity water and water of similar purity,28539010,1,15,6,104.79815132834891,,,,0.12872694425588355,Missing / zero baseline,False,False,False
