year,sector,prodcom_code,product_label,indicator,value,quantity_kg_candidate,prodcom_unit,quantity_flag,cn8_codes_joined,extra_eu_import_cn8_components,extra_eu_import_components_reported,extra_eu_import_quantity_100kg,extra_eu_import_kg,production_kg,production_confidential,extra_eu_import_share_prod_plus_import_pct
2015,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,967882000,967882000,KG,:R,48030010,1,1,113137.27,11313727.0,967882000,False,1.1554101685739893
2016,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,771704872,771704872,KG,,48030010,1,1,74207.1,7420710.000000001,771704872,False,0.952440809471457
2017,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,957466170,957466170,KG,,48030010,1,1,77041.2,7704120.0,957466170,False,0.7982135463369889
2018,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,671191368,671191368,KG,,48030010,1,1,46887.55,4688755.0,671191368,False,0.6937258310228485
2019,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,824664426,824664426,KG,:R,48030010,1,1,63058.11,6305811.0,824664426,False,0.7588492005159506
2020,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,962252350,962252350,KG,,48030010,1,1,60626.4,6062640.0,962252350,False,0.6261020497059536
2021,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,980000000,980000000,KG,:R,48030010,1,1,39086.07,3908607.0,980000000,False,0.397253055028921
2022,C17,17122030,"Cellulose wadding for household or sanitary purposes, in rolls of a width > 36 cm or in rectangular (including square sheets) with at least one side > 36 cm in an unfolded state",PRODQNT,800000000,800000000,KG,:R,48030010,1,1,74923.27,7492327.0,800000000,False,0.9278511695381101
2008,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,428281452,428281452,KG,,48030031,1,1,529553.83,52955382.99999999,428281452,False,11.004016972225326
2009,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,589435334,589435334,KG,:R,48030031,1,1,703779.87,70377987.0,589435334,False,10.666348307932996
2010,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,627783801,627783801,KG,:R,48030031,1,1,528512.96,52851296.0,627783801,False,7.764997167050291
2011,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,644139791,644139791,KG,:R,48030031,1,1,612754.14,61275414.0,644139791,False,8.686432269346959
2012,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,517433394,517433394,KG,:R,48030031,1,1,619885.35,61988535.0,517433394,False,10.698341208276913
2013,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,614365342,614365342,KG,,48030031,1,1,752973.91,75297391.0,614365342,False,10.918002002581746
2014,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,622298425,622298425,KG,,48030031,1,1,795157.52,79515752.0,622298425,False,11.330029316292936
2015,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,731075802,731075802,KG,:R,48030031,1,1,894576.56,89457656.0,731075802,False,10.902377609079775
2016,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,608355356,608355356,KG,:R,48030031,1,1,1341853.71,134185371.0,608355356,False,18.071112616560896
2017,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,617500363,617500363,KG,:R,48030031,1,1,1657254.98,165725498.0,617500363,False,21.159349588943158
2018,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,612493825,612493825,KG,:R,48030031,1,1,1560367.43,156036743.0,612493825,False,20.303257865990307
2019,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,637971323,637971323,KG,:R,48030031,1,1,1496446.65,149644665.0,637971323,False,18.99969874659274
2020,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,632837263,632837263,KG,,48030031,1,1,1870465.94,187046594.0,632837263,False,22.813791539257004
2021,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,660000000,660000000,KG,:R,48030031,1,1,1374690.94,137469094.0,660000000,False,17.2381719911518
2022,C17,17122055,"Creped paper and webs of cellulose fibres for household/ sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight <= 25 g/m²/ply",PRODQNT,643038256,643038256,KG,:E,48030031,1,1,1453581.52,145358152.0,643038256,False,18.4371910532601
2008,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,145906376,145906376,KG,:R,48030039,1,1,181029.9,18102990.0,145906376,False,11.037778171766117
2009,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,144072014,144072014,KG,:E,48030039,1,1,125564.34,12556434.0,144072014,False,8.016700772007905
2010,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,215887611,215887611,KG,:E,48030039,1,1,173172.97,17317297.0,215887611,False,7.425785824370386
2011,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,176820349,176820349,KG,,48030039,1,1,161733.27,16173326.999999998,176820349,False,8.380236770037998
2012,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,167718275,167718275,KG,,48030039,1,1,115563.05,11556305.0,167718275,False,6.446148137677969
2013,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,226502279,226502279,KG,,48030039,1,1,122573.56,12257356.0,226502279,False,5.133763921192123
2014,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,250731073,250731073,KG,,48030039,1,1,159848.46,15984846.0,250731073,False,5.993210326527229
2015,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,179642855,179642855,KG,,48030039,1,1,109097.42,10909742.0,179642855,False,5.725317928886584
2016,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,141199932,141199932,KG,,48030039,1,1,99900.83,9990083.0,141199932,False,6.607634108641368
2017,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,183176149,183176149,KG,:R,48030039,1,1,113245.39,11324539.0,183176149,False,5.822364494669551
2018,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,189765511,189765511,KG,:R,48030039,1,1,115915.32,11591532.0,189765511,False,5.756705515386417
2019,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,142867511,142867511,KG,:R,48030039,1,1,115627.6,11562760.0,142867511,False,7.487366256062582
2020,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,134253842,134253842,KG,,48030039,1,1,123948.51,12394851.0,134253842,False,8.452070554764507
2021,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,200000000,200000000,KG,:R,48030039,1,1,111000.92,11100092.0,200000000,False,5.258212772356347
2022,C17,17122057,"Creped paper and webs of cellulose fibres for household/sanitary purposes, in rolls, width > 36 cm, rectangular sheets min. one side > 36 cm in unfolded state, weight > 25 g/m²/ply",PRODQNT,210000000,210000000,KG,:R,48030039,1,1,112566.84,11256684.0,210000000,False,5.087613082007502
2008,C17,17122090,Paper stock for household : others,PRODQNT,199454460,199454460,KG,,48030090,1,1,495456.3,49545630.0,199454460,False,19.897836181504996
2009,C17,17122090,Paper stock for household : others,PRODQNT,208383643,208383643,KG,,48030090,1,1,408730.09,40873009.0,208383643,False,16.397961166548928
2010,C17,17122090,Paper stock for household : others,PRODQNT,263990049,263990049,KG,,48030090,1,1,372561.2,37256120.0,263990049,False,12.367334039026401
2011,C17,17122090,Paper stock for household : others,PRODQNT,199557232,199557232,KG,,48030090,1,1,322156.56,32215656.0,199557232,False,13.899665434552466
2012,C17,17122090,Paper stock for household : others,PRODQNT,196942944,196942944,KG,,48030090,1,1,300804.33,30080433.0,196942944,False,13.249927561424654
2013,C17,17122090,Paper stock for household : others,PRODQNT,194672949,194672949,KG,,48030090,1,1,310725.81,31072581.0,194672949,False,13.7644280265483
2014,C17,17122090,Paper stock for household : others,PRODQNT,211294972,211294972,KG,:E,48030090,1,1,299666.9,29966690.000000004,211294972,False,12.420825485318925
2015,C17,17122090,Paper stock for household : others,PRODQNT,219221622,219221622,KG,,48030090,1,1,397375.23,39737523.0,219221622,False,15.345093528170246
2016,C17,17122090,Paper stock for household : others,PRODQNT,280752160,280752160,KG,,48030090,1,1,507850.57,50785057.0,280752160,False,15.318056132443195
2017,C17,17122090,Paper stock for household : others,PRODQNT,297435343,297435343,KG,,48030090,1,1,512805.66,51280566.0,297435343,False,14.705542441999686
2018,C17,17122090,Paper stock for household : others,PRODQNT,357821751,357821751,KG,,48030090,1,1,664426.99,66442699.0,357821751,False,15.660680266753436
2019,C17,17122090,Paper stock for household : others,PRODQNT,408270437,408270437,KG,,48030090,1,1,836340.91,83634091.0,408270437,False,17.002098220165195
2020,C17,17122090,Paper stock for household : others,PRODQNT,332963908,332963908,KG,,48030090,1,1,1110003.43,111000343.0,332963908,False,25.002090314699686
2021,C17,17122090,Paper stock for household : others,PRODQNT,414000000,414000000,KG,:R,48030090,1,1,944298.92,94429892.0,414000000,False,18.57284425755203
2022,C17,17122090,Paper stock for household : others,PRODQNT,405000000,405000000,KG,:R,48030090,1,1,1000807.87,100080787.0,405000000,False,19.8148077646042
2008,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,2875416354,2875416354,KG,,48041111|48041115|48041119|48041190,4,4,9859664.49,985966449.0,2875416354,False,25.534024967272845
2009,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,2770902004,2770902004,KG,,48041111|48041115|48041119|48041190,4,4,8747739.309999999,874773930.9999999,2770902004,False,23.99483515805142
2010,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,3010531344,3010531344,KG,,48041111|48041115|48041119|48041190,4,4,8669064.76,866906476.0,3010531344,False,22.357714455882622
2011,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,2892699635,2892699635,KG,,48041111|48041115|48041119|48041190,4,4,8406331.2,840633119.9999999,2892699635,False,22.516962059547243
2012,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,3114105373,3114105373,KG,,48041111|48041115|48041119|48041190,4,4,6665806.34,666580634.0,3114105373,False,17.631208536382427
2013,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,3205964817,3205964817,KG,,48041111|48041115|48041119|48041190,4,4,5497251.59,549725159.0,3205964817,False,14.637128264391118
2014,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,3079039580,3079039580,KG,,48041111|48041115|48041119|48041190,4,4,5679092.09,567909209.0,3079039580,False,15.57217394203448
2015,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,3337695050,3337695050,KG,,48041111|48041115|48041119|48041190,4,4,6937008.45,693700845.0,3337695050,False,17.20746022141792
2016,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,3205237513,3205237513,KG,,48041111|48041115|48041119|48041190,4,4,7112804.92,711280492.0,3205237513,False,18.161042310847236
2017,C17,17123100,"Uncoated, unbleached kraftliner in rolls or sheets (excluding for writing, printing or other graphic purposes, punch card stock and punch card tape paper)",PRODQNT,3813954911,3813954911,KG,,48041111|48041115|48041119|48041190,4,4,6722110.43,672211043.0,3813954911,False,14.984087746478403
