year,sector,prodcom_code,product_label,indicator,value,quantity_kg_candidate,prodcom_unit,quantity_flag,cn8_codes_joined,extra_eu_import_cn8_components,extra_eu_import_components_reported,extra_eu_import_quantity_100kg,extra_eu_import_kg,production_kg,production_confidential,extra_eu_import_share_prod_plus_import_pct
2011,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,400000000,400000000,KG,:R,29051700|29051900,2,2,1290934.14,129093413.99999999,400000000,False,24.398983352304587
2012,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,799897155,799897155,KG,:R,29051700|29051900,2,2,1314610.29,131461029.0,799897155,False,14.114980816016537
2013,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,400000000,400000000,KG,:R,29051700|29051900,2,2,1187044.4100000001,118704441.00000001,400000000,False,22.88479365458142
2014,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,400000000,400000000,KG,:R,29051700|29051900,2,2,1112806.34,111280634.00000001,400000000,False,21.76507901920651
2015,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,345801493,345801493,KG,:R,29051700|29051900,2,2,1093760.5,109376050.0,345801493,False,24.029315962980185
2016,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,373523303,373523303,KG,:R,29051700|29051900,2,2,1306032.06,130603206.0,373523303,False,25.90683165205264
2017,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,512859208,512859208,KG,:R,29051700|29051900,2,2,591527.91,59152791.0,512859208,False,10.341180098216785
2018,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,540000000,540000000,KG,:R,29051700|29051900,2,2,620846.06,62084606.00000001,540000000,False,10.311608265898764
2019,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,360000000,360000000,KG,:R,29051700|29051900,2,2,613580.1000000001,61358010.00000001,360000000,False,14.5619659633384
2020,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,436742578,436742578,KG,,29051700|29051900,2,2,630083.8,63008380.00000001,436742578,False,12.607955821067183
2021,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,600000000,600000000,KG,:R,29051700|29051900,2,2,581528.01,58152801.0,600000000,False,8.83575985875049
2022,C20,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",PRODQNT,420178578,420178578,KG,:E,29051700|29051900,2,2,611002.8200000001,61100282.00000001,420178578,False,12.695401165137403
2008,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,17415012,17415012,KG,:R,29052200|29052910|29052990,3,2,,,17415012,False,
2009,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,19179580,19179580,KG,:R,29052200|29052910|29052990,3,3,98273.45,9827345.0,19179580,False,33.879306407004535
2010,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,28945606,28945606,KG,:R,29052200|29052910|29052990,3,3,114411.39,11441139.0,28945606,False,28.32894554884282
2011,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,26557846,26557846,KG,:R,29052200|29052910|29052990,3,3,98898.77,9889877.0,26557846,False,27.134416599906665
2012,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,28059124,28059124,KG,:R,29052200|29052910|29052990,3,3,93722.4,9372240.0,28059124,False,25.03846774058247
2013,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,27876900,27876900,KG,:R,29052200|29052910|29052990,3,3,142143.28,14214328.0,27876900,False,33.770285818223215
2014,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,26577461,26577461,KG,:R,29052200|29052910|29052990,3,3,136216.46,13621646.0,26577461,False,33.88544427118742
2015,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,27057755,27057755,KG,:R,29052200|29052910|29052990,3,3,164902.36,16490235.999999998,27057755,False,37.86681227154657
2016,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,26424878,26424878,KG,,29052200|29052910|29052990,3,3,194030.25,19403025.0,26424878,False,42.33888903884605
2017,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,21844494,21844494,KG,:E,29052200|29052910|29052990,3,3,194979.28,19497928.0,21844494,False,47.16203612841067
2018,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,17164820,17164820,KG,,29052200|29052910|29052990,3,3,224985.81,22498581.0,17164820,False,56.723781704952636
2019,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,17347849,17347849,KG,,29052200|29052910|29052990,3,3,203807.31,20380731.0,17347849,False,54.01934289602206
2020,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,20000000,20000000,KG,:R,29052200|29052910|29052990,3,3,209723.59999999998,20972359.999999996,20000000,False,51.18660482334919
2021,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,10000000,10000000,KG,:R,29052200|29052910|29052990,3,3,196290.02,19629002.0,10000000,False,66.24928507548111
2022,C20,20142270,Unsaturated monohydric alcohols,PRODQNT,9000000,9000000,KG,:R,29052200|29052910|29052990,3,3,213072.52000000002,21307252.0,9000000,False,70.30413710883454
2008,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1279773607,1279773607,KG,:R,29053100,1,1,4612436.8,461243680.0,1279773607,False,26.492768535043272
2009,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,893335878,893335878,KG,:R,29053100,1,1,4459675.11,445967511.00000006,893335878,False,33.298468044121414
2010,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1040950881,1040950881,KG,:R,29053100,1,1,6909143.49,690914349.0,1040950881,False,39.89423293635845
2011,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1077972853,1077972853,KG,,29053100,1,1,6971462.29,697146229.0,1077972853,False,39.27320910857067
2012,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1119557492,1119557492,KG,:E,29053100,1,1,6113137.6,611313760.0,1119557492,False,35.31826872123705
2013,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1123329482,1123329482,KG,:E,29053100,1,1,5362984.55,536298455.0,1123329482,False,32.31437860520903
2014,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1094441348,1094441348,KG,:E,29053100,1,1,5634308.62,563430862.0,1094441348,False,33.985180438002516
2015,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1165852021,1165852021,KG,:E,29053100,1,1,6745145.47,674514547.0,1165852021,False,36.65109759807373
2016,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1308377652,1308377652,KG,:E,29053100,1,1,6910765.2,691076520.0,1308377652,False,34.56325879721138
2017,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1253672068,1253672068,KG,,29053100,1,1,6832408.48,683240848.0,1253672068,False,35.27473240309581
2018,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1210114332,1210114332,KG,,29053100,1,1,7486061.26,748606126.0,1210114332,False,38.21914061000735
2019,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1052439255,1052439255,KG,,29053100,1,1,8704039.18,870403918.0,1052439255,False,45.266505881600565
2020,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,950022310,950022310,KG,:E,29053100,1,1,8203579.65,820357965.0,950022310,False,46.33795216680213
2021,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1200000000,1200000000,KG,:R,29053100,1,1,7512398.78,751239878.0,1200000000,False,38.5006418980127
2022,C20,20142310,Ethylene glycol (ethanediol),PRODQNT,1000000000,1000000000,KG,:R,29053100,1,1,7957479.66,795747966.0,1000000000,False,44.31289808293732
2008,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,571767575,571767575,KG,:R,29053200,1,1,295063.43,29506343.0,571767575,False,4.907304660435978
2009,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,505351214,505351214,KG,:R,29053200,1,1,389209.17,38920917.0,505351214,False,7.151003107304056
2010,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,600454960,600454960,KG,:R,29053200,1,1,449729.97,44972997.0,600454960,False,6.967934455309007
2011,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,586090846,586090846,KG,:R,29053200,1,1,458088.7,45808870.0,586090846,False,7.249389236946579
2012,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,581261514,581261514,KG,:R,29053200,1,1,234431.31,23443131.0,581261514,False,3.87679029652567
2013,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,595465876,595465876,KG,:R,29053200,1,1,339925.87,33992587.0,595465876,False,5.400290725775816
2014,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,734868258,734868258,KG,:R,29053200,1,1,287123.91,28712390.999999996,734868258,False,3.760230309346144
2015,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,721632395,721632395,KG,:R,29053200,1,1,240357.97,24035797.0,721632395,False,3.2233904111602496
2016,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,732785692,732785692,KG,:R,29053200,1,1,394982.15,39498215.0,732785692,False,5.1144682210761125
2017,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,709611863,709611863,KG,:R,29053200,1,1,289107.78,28910778.000000004,709611863,False,3.9146772752766568
2018,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,682931520,682931520,KG,,29053200,1,1,423838.01,42383801.0,682931520,False,5.843500029968346
2019,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,669561750,669561750,KG,,29053200,1,1,493455.43,49345543.0,669561750,False,6.86396472542114
2020,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,604009283,604009283,KG,,29053200,1,1,462156.04,46215604.0,604009283,False,7.107633823926521
2021,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,800000000,800000000,KG,:R,29053200,1,1,306824.57,30682457.0,800000000,False,3.6936445137904244
2022,C20,20142320,"Propylene glycol (propane-1,2-diol)",PRODQNT,800000000,800000000,KG,:R,29053200,1,1,480266.99,48026699.0,800000000,False,5.6633475168451035
2008,C20,20142333,D-glucitol (sorbitol),PRODQNT,454170959,454170959,KG,,29054411|29054419|29054491|29054499,4,4,14348.0,1434800.0,454170959,False,0.31492139237862443
2009,C20,20142333,D-glucitol (sorbitol),PRODQNT,600000000,600000000,KG,:R,29054411|29054419|29054491|29054499,4,4,13531.0,1353100.0,600000000,False,0.2250092333439372
2010,C20,20142333,D-glucitol (sorbitol),PRODQNT,484903522,484903522,KG,,29054411|29054419|29054491|29054499,4,4,13299.32,1329932.0,484903522,False,0.2735171735015995
2011,C20,20142333,D-glucitol (sorbitol),PRODQNT,483098340,483098340,KG,,29054411|29054419|29054491|29054499,4,4,7796.3,779630.0,483098340,False,0.16112120169471655
2012,C20,20142333,D-glucitol (sorbitol),PRODQNT,600000000,600000000,KG,:R,29054411|29054419|29054491|29054499,4,4,4783.32,478332.0,600000000,False,0.07965849465489122
2013,C20,20142333,D-glucitol (sorbitol),PRODQNT,513808703,513808703,KG,,29054411|29054419|29054491|29054499,4,4,4187.400000000001,418740.00000000006,513808703,False,0.08143089321664229
2014,C20,20142333,D-glucitol (sorbitol),PRODQNT,800000000,800000000,KG,:R,29054411|29054419|29054491|29054499,4,4,8485.669999999998,848566.9999999998,800000000,False,0.10595848390898097
2015,C20,20142333,D-glucitol (sorbitol),PRODQNT,800000000,800000000,KG,:R,29054411|29054419|29054491|29054499,4,4,10283.77,1028377.0,800000000,False,0.12838209350977836
2016,C20,20142333,D-glucitol (sorbitol),PRODQNT,457902850,457902850,KG,,29054411|29054419|29054491|29054499,4,4,7743.969999999999,774396.9999999999,457902850,False,0.16883266067043431
2017,C20,20142333,D-glucitol (sorbitol),PRODQNT,2700000000,2700000000,KG,:R,29054411|29054419|29054491|29054499,4,4,28019.17,2801917.0,2700000000,False,0.10366712345350168
2018,C20,20142333,D-glucitol (sorbitol),PRODQNT,1800000000,1800000000,KG,:R,29054411|29054419|29054491|29054499,4,4,23701.399999999998,2370140.0,1800000000,False,0.13150129085028006
2019,C20,20142333,D-glucitol (sorbitol),PRODQNT,404987207,404987207,KG,:E,29054411|29054419|29054491|29054499,4,4,27049.22,2704922.0,404987207,False,0.663471724763173
2020,C20,20142333,D-glucitol (sorbitol),PRODQNT,600000000,600000000,KG,:R,29054411|29054419|29054491|29054499,4,4,66787.54000000001,6678754.000000001,600000000,False,1.1008715825245465
2021,C20,20142333,D-glucitol (sorbitol),PRODQNT,400000000,400000000,KG,:R,29054411|29054419|29054491|29054499,4,4,21869.23,2186923.0,400000000,False,0.5437578585815929
2022,C20,20142333,D-glucitol (sorbitol),PRODQNT,400000000,400000000,KG,:R,29054411|29054419|29054491|29054499,4,4,40633.93000000001,4063393.000000001,400000000,False,1.005632549346038
2008,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,7206152,7206152,KG,:R,29055100|29055991|29055998,3,2,,,7206152,False,
2009,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,7700000,7700000,KG,:R,29055100|29055991|29055998,3,3,108223.4,10822340.0,7700000,False,58.428578678503904
2010,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,7641381,7641381,KG,,29055100|29055991|29055998,3,3,159827.68,15982768.0,7641381,False,67.65436503130758
2011,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,9266378,9266378,KG,,29055100|29055991|29055998,3,3,173313.2,17331320.0,9266378,False,65.16097746504228
2012,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,19685250,19685250,KG,:R,29055100|29055991|29055998,3,3,182927.13,18292713.0,19685250,False,48.16665127616244
2013,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,21648029,21648029,KG,:R,29055100|29055991|29055998,3,3,85721.92,8572192.0,21648029,False,28.365748880526056
2014,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,13177493,13177493,KG,:R,29055100|29055991|29055998,3,3,44307.24,4430724.0,13177493,False,25.162820290095244
2015,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,11419796,11419796,KG,:R,29055100|29055991|29055998,3,3,49713.76,4971376.0,11419796,False,30.329594491473824
2016,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,10366824,10366824,KG,:R,29055100|29055991|29055998,3,3,44985.31,4498531.0,10366824,False,30.261847093459927
2017,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,11295264,11295264,KG,,29055100|29055991|29055998,3,3,39629.84,3962983.9999999995,11295264,False,25.97273291140634
2018,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,13662073,13662073,KG,:R,29055100|29055991|29055998,3,2,,,13662073,False,
2019,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,8005943,8005943,KG,:R,29055100|29055991|29055998,3,3,36663.24,3666324.0,8005943,False,31.410556321235628
2020,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,7033271,7033271,KG,,29055100|29055991|29055998,3,3,39282.39,3928239.0,7033271,False,35.83665936536116
2021,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,9000000,9000000,KG,:R,29055100|29055991|29055998,3,3,43066.97,4306697.0,9000000,False,32.364883637164056
2022,C20,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",PRODQNT,9000000,9000000,KG,:R,29055100|29055991|29055998,3,3,45488.420000000006,4548842.000000001,9000000,False,33.57365891490949
2008,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,346608726,346608726,KG,:R,29054500,1,1,115761.04,11576104.0,346608726,False,3.231880032440235
2009,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,335879897,335879897,KG,:R,29054500,1,1,68958.56,6895856.0,335879897,False,2.01176890128515
2010,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,459023632,459023632,KG,:R,29054500,1,1,95726.25,9572625.0,459023632,False,2.042830017739557
2011,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,523955172,523955172,KG,,29054500,1,1,141888.44,14188844.0,523955172,False,2.636625806129934
2012,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,497705921,497705921,KG,,29054500,1,1,337646.6,33764660.0,497705921,False,6.353062842437933
2013,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,519497785,519497785,KG,:R,29054500,1,1,384682.6,38468260.0,519497785,False,6.8943729362599475
2014,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,564341492,564341492,KG,:R,29054500,1,1,111941.65,11194165.0,564341492,False,1.9449993868928959
2015,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,593314501,593314501,KG,:R,29054500,1,1,188512.5,18851250.0,593314501,False,3.079435589006024
2016,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,588144827,588144827,KG,:R,29054500,1,1,370349.44,37034944.0,588144827,False,5.923887131018511
2017,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,600413336,600413336,KG,:R,29054500,1,1,478114.51,47811451.0,600413336,False,7.3757517390337
2018,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,606612339,606612339,KG,:R,29054500,1,1,440588.65,44058865.0,606612339,False,6.771294738286897
2019,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,601480482,601480482,KG,:R,29054500,1,1,520755.73,52075573.0,601480482,False,7.968034662306051
2020,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,568543128,568543128,KG,,29054500,1,1,863786.38,86378638.0,568543128,False,13.189153649231441
2021,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,594252982,594252982,KG,:E,29054500,1,1,684039.77,68403977.0,594252982,False,10.322682961517046
2022,C20,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",PRODQNT,628715819,628715819,KG,:E,29054500,1,1,914531.51,91453151.0,628715819,False,12.698846355460164
2008,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,29700000,29700000,KG,:R,29061100|29061200|29061310|29061390|29061900,5,5,102597.32,10259732.0,29700000,False,25.675177200888132
2009,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,33874206,33874206,KG,,29061100|29061200|29061310|29061390|29061900,5,5,77048.6,7704860.000000001,33874206,False,18.530623078450105
2010,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,38355894,38355894,KG,,29061100|29061200|29061310|29061390|29061900,5,5,96083.4,9608340.0,38355894,False,20.032301568706384
2011,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,60000000,60000000,KG,:R,29061100|29061200|29061310|29061390|29061900,5,5,104660.28,10466028.0,60000000,False,14.85258683801505
2012,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,140000000,140000000,KG,:R,29061100|29061200|29061310|29061390|29061900,5,5,99785.62,9978562.0,140000000,False,6.653325559955696
2013,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,70000000,70000000,KG,:R,29061100|29061200|29061310|29061390|29061900,5,5,108107.65,10810765.0,70000000,False,13.377877316221422
2014,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,39538208,39538208,KG,:E,29061100|29061200|29061310|29061390|29061900,5,5,101276.5,10127650.0,39538208,False,20.39157362387659
2015,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,41121259,41121259,KG,,29061100|29061200|29061310|29061390|29061900,5,5,108052.79999999999,10805279.999999998,41121259,False,20.80878142099938
2016,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,38738716,38738716,KG,,29061100|29061200|29061310|29061390|29061900,5,5,157218.25,15721825.0,38738716,False,28.868286490213162
2017,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,45533216,45533216,KG,,29061100|29061200|29061310|29061390|29061900,5,5,156146.67,15614667.000000002,45533216,False,25.535907759881077
2018,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,50903710,50903710,KG,,29061100|29061200|29061310|29061390|29061900,5,5,140432.91,14043291.0,50903710,False,21.622693555934937
2019,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,60002309,60002309,KG,:R,29061100|29061200|29061310|29061390|29061900,5,5,122657.69,12265769.0,60002309,False,16.972596116365512
2020,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,208127745,208127745,KG,:E,29061100|29061200|29061310|29061390|29061900,5,5,137981.72,13798172.0,208127745,False,6.217467606543674
2021,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,80000000,80000000,KG,:R,29061100|29061200|29061310|29061390|29061900,5,5,154692.93,15469293.0,80000000,False,16.20342260207164
2022,C20,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,80000000,80000000,KG,:R,29061100|29061200|29061310|29061390|29061900,5,5,158793.9,15879390.0,80000000,False,16.561838785165403
2008,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,19451440,19451440,KG,:R,29062100|29062900,2,2,115242.75,11524275.0,19451440,False,37.204225955720474
2009,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,24382009,24382009,KG,:R,29062100|29062900,2,2,79155.78,7915578.0,24382009,False,24.508264348045568
2010,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,28528560,28528560,KG,:R,29062100|29062900,2,2,65704.41,6570441.0,28528560,False,18.71973792074595
2011,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,26363775,26363775,KG,:R,29062100|29062900,2,2,72104.74,7210474.000000001,26363775,False,21.47620338432589
2012,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,30000000,30000000,KG,:R,29062100|29062900,2,2,80738.98,8073898.0,30000000,False,21.205861296366344
2013,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,24000000,24000000,KG,:R,29062100|29062900,2,2,112945.28,11294528.0,24000000,False,32.000790604141244
2014,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,27473132,27473132,KG,:R,29062100|29062900,2,2,118623.43000000001,11862343.0,27473132,False,30.15685713722791
2015,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,26086771,26086771,KG,:R,29062100|29062900,2,2,127762.12000000001,12776212.000000002,26086771,False,32.87501631050813
2016,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,30000000,30000000,KG,:R,29062100|29062900,2,2,167420.58000000002,16742058.000000002,30000000,False,35.81797361168822
2017,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,27370195,27370195,KG,:R,29062100|29062900,2,2,134029.91,13402991.0,27370195,False,32.872071856243956
2018,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,23423157,23423157,KG,:R,29062100|29062900,2,2,157625.63,15762563.0,23423157,False,40.225273390408546
2019,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,21000000,21000000,KG,:R,29062100|29062900,2,2,155798.81,15579881.0,21000000,False,42.59139333996193
2020,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,40000000,40000000,KG,:R,29062100|29062900,2,2,142345.91999999998,14234591.999999998,40000000,False,26.24633370524848
2021,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,20000000,20000000,KG,:R,29062100|29062900,2,2,131849.69,13184969.0,20000000,False,39.73175023909168
2022,C20,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",PRODQNT,30000000,30000000,KG,:R,29062100|29062900,2,2,148566.45,14856645.000000002,30000000,False,33.12027682855015
2008,C20,20142410,Monophenols,PRODQNT,4660991408,4660991408,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1790683.2,179068320.0,4660991408,False,3.699713021392698
2009,C20,20142410,Monophenols,PRODQNT,1746806046,1746806046,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1786318.0,178631800.0,1746806046,False,9.277463843930281
2010,C20,20142410,Monophenols,PRODQNT,2231350084,2231350084,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1956501.06,195650106.0,2231350084,False,8.061396402280463
